,Comment,Climate
434,"Det her er selvfølgelig to lidt forskellige diskussioner. Med hensyn til det, der handler om skifergas, skal vi bare være meget bevidste om, at vi har at gøre med en ukonventionel form for fossilt brændsel, som kræver, at man simpelt hen laver sprængninger i undergrunden med de kæmpe risici, der altid vil følge med, for grundvand og for de mennesker, der bor omkring. Der skal vi politisk turde stå på mål for de risici, vi udsætter befolkningen for. Så er der det omkring fossile brændsler: Ja, der kan jeg forsikre ordføreren om, at vi altid stemmer nej; vi afviser altid ansøgninger om nye koncessionstilladelser, og vi mener, at det nye 1,5-gradersmål   bør få os til at overveje, om vi kan komme hurtigere ud af de eksisterende olieboringer, for vi har et moralsk ansvar her. ",0
435,"Nu er det jo sådan, at uanset hvor stor værdi man tillægger den forskning, der siger, at CO 2 -udledningen fører til klimaforandringer, så er vores udledning i Danmark jo en meget lille del af den globale udledning. Så derfor tror jeg altså ikke, at vi kan redde hele verden, ved at vi bruger biogas i stedet for skifergas i Danmark. Derfor vil jeg som mit partis ordfører sige, at vi stadig væk mener, at vi skal udnytte de forekomster af gas, der er i Danmark, uanset om det er naturgas eller skifergas eller biogas. Vi skal bruge det, der er mest økonomisk rentabelt, men selvfølgelig også, hvis det er miljømæssigt forsvarligt. ",0
436,"Tak. Men man er nødt til at tage to former for ansvar her: Man er nødt til nationalt at sikre omstillingen væk fra fossile brændsler, og så er man nødt til at tage bestik af sin egen beholdning af fossile brændsler og så vurdere, hvor stor en del af den man skal lade blive i undergrunden. Det er alle landes opgave. For hvis alle lande bliver ved med at grave og pumpe for fuld hammer, når vi ikke målene. Så den her forpligtelse i forhold til 1,5-gradersmålet er nødt til at være todelt, og det gælder også i Danmark. Anerkender ordføreren det? ",0
437,"Tak. Som ordføreren sikkert hørte, spurgte jeg ministeren om det radioaktive affald i forbindelse med boringen efter skifergas i Dybvad. Jeg vil gerne spørge ordføreren, om det er forsvarligt, når man efterfølgende putter radioaktivt affald på en losseplads – og det tror jeg at ordføreren vil sige nej til, eftersom det er ulovligt – og hvordan vi hindrer, at det eventuelt sker ved en fremtidig ny boring, eftersom tilladelsen jo stadig væk er der. Vil ordføreren være med til at opstille nogle meget klare krav, miljø- og sundhedsmæssigt, også for at sikre vandmiljøet, eftersom Danmark jo er forpligtet af EU's vandrammedirektiv til at reducere udledningen af farlige stoffer til vores vandmiljø og også til at beskytte vores grundvand, vandløb, åer og søer. ",0
438,"Nu står der 9 sekunder på uret, det kan vel ikke være rigtigt. Jeg synes, det er hurtigt, at tiden går. Nå, jeg ser meget frem til, at vi får den her konference, hvor vi får samlet sammen på tingene, for det er det, flere af ordførerne efterspørger, nemlig at vi skal få samlet op på noget. Ja, så lad os da få samlet op på den enkelte boring i Nordjylland og få samlet op på, hvad der er af udenlandske erfaringer. Og så håber jeg meget, at vi kommer ind i en proces, hvor man godt kan se, hvad der er mest risikofyldt: At have solceller og vindmøller og geotermi og nogle store solfangere til vores fjernvarmeanlæg, eller at satse på fracking på skifergas. Og der håber jeg, at ordføreren er åben over for at se på tingene med miljøets briller. ",0
439,"Jamen det er, fordi jeg er nervøs for, at i det øjeblik, der kommer så meget fokus på skifergas, i det øjeblik, der skal indføres teknologi til skifergas, i det øjeblik, vi skal bruge investeringer til det, i det øjeblik, vi skal fokusere så kraftigt på det, så går der dels noget fra den økonomi, som vi skulle have brugt til vedvarende energi, dels noget fra det nødvendige fokus på vedvarende energi. De vindmøller, vi skaber, er jo også nogle, der giver os selv strøm. Og hvis det er sådan, at vi kommer til at få en overflod af energi, er jeg bange for, at det vil tage fokus, kraft og koncentration fra vores udbygning af den alternative energi. ",1
440,"En fortsat afgiftsfritagelse vil først og fremmest gavne den grønne omstilling i transportsektoren, og den vil først og fremmest gavne en udvidelse af elbilmarkedet. Som jeg sagde lige før, er det fortsat alt, alt for svagt til, at vi kan se en fornuftig grøn omstilling i transportsektoren, og derfor har vi ønsket en fortsat afgiftsfritagelse, med de ulemper, der kan være ved det. For vi mener, at hvis man begynder at pille i det, så får man sat det i stå. Den pågældende aftale, som nu er på bordet, vil i høj grad sætte elbilmarkedet i stå og bremse den grønne omstilling i transportsektoren op. ",1
441,"Grønland har i forvejen et meget ambitiøst klimamål, som vi har sat os for. Grønland er i dag knap 75 procent selvforsynende, hvad angår vedvarende energi, så der har vi en rigtig god platform at snakke sammen om. Når ordføreren nævner arktisk strategi, savner jeg substans, midler og konkrete tiltag, som rigsfællesskabet kan arbejde videre med for netop at gøre den arktiske strategi en succes og ikke bare pæne overskrifter. Hvad peger ordføreren på som mulige forbedringer, og hvordan kan man fremover styrke den arktiske strategi? ",1
442,"Men nu er beskæftigelse ikke den eneste årsag til, at vi gør det her. Vi gør det også for at give familierne, de ældre og mange andre en håndsrækning til at få bedre hjælp i hverdagen og til ikke at få det gjort sort. Vi gør det også for at sikre en bedre grøn omstilling i Danmark. Så der er mange årsager til at gøre det her. Hvis vi udelukkende så på, hvad der ville give mest vækst, så ved vi nok alle sammen, at det ville være topskattelettelser, og det tvivler jeg nu alligevel på at Enhedslisten går ind for. ",0
443,"Man skal altid passe på skatteydernes penge, også når det handler om grøn omstilling. Uagtet at man laver en grøn boligjobordning, at man prøver at fremme solceller, eller hvad det er, så skal man være meget opmærksom på, hvordan man bruger skatteydernes penge. Det har vi også været fra SF's side, og vi synes, det er rimeligt, at vi bruger 400 million kroner på det her område. En del af aftalen blev jo også den orange byfornyelsesordning, hvor lejere og ejere kan gå ind i en fælles aftale om, at hvis ejeren af en udlejningslejlighed siger o.k. til det her, kan man også bruge fradraget der. Så vi har afvejet alle delene, og vi synes, at det her trækker i den rigtige retning – og derfor støtter vi det. ",0
444,"Jeg må altså konstatere, at de allerrigeste får mest ud af det her. Jeg synes, det er lidt ærgerligt, at man bruger statsmidler på den her måde. Det er trods alt 400 million kroner, og jeg ser på, hvad der var af nedskæringer i finansloven på det grønne område, og jeg har samtidig kunnet konstatere, at der er et alternativt grønt flertal i Folketingssalen. Tænk, hvis vi nu i samarbejde var kommet frem til at bruge 400 million kroner på 100 procent grønne tiltag, som omfattede EUDP-midler, større varmepumper, geotermi med videre Så havde vi virkelig kunnet få noget grønt ud af det her sammen med De Konservative. Jeg synes, det er så ærgerligt, at man spilder penge på det her. Jeg vil godt høre, om ordføreren ikke kan se, at der kunne være andre veje at gå. ",0
445,"Jeg havde også personligt gerne set, at Socialdemokraterne var blevet ved bordet og for den sags skyld også havde bakket op om den netop besluttede landbrugspakke. Jeg kunne godt tænke mig at spørge lidt ind til det med biodiversitet. Det kan nogle gange være en svær ting at diskutere, og i hvert fald tror jeg, at ordføreren og jeg sagtens kan blive enige om, at det er vigtigt at bruge pengene bedst muligt, og det forslag, som vi ruller tilbage nu, var jo netop ikke et eksempel på, hvordan man bruger pengene bedst muligt. Kan ordføreren sige noget om, hvor lang tid der egentlig ville være gået i forhold til at få glæde af det lovforslag, som vi ruller tilbage i dag? ",0
446,"Jeg beklager, at jeg trykkede ind lidt sent, men jeg troede, ordføreren ville fortsætte, og jeg ville gerne have hørt hele talen. Det gjorde jeg så. Jeg kunne godt tænke mig at spørge Dansk Folkepartis ordfører lidt ind til naturen og ind til biodiversiteten, for den natur, som vi jo gerne vil beskytte med det her lovforslag, er jo en af Danmarks mest truede naturtyper. Det handler om vores enge, hvor for eksempel en hel masse danske fugle, der har levet i Danmark i rigtig mange år, holder til; det er det eneste sted, de kan finde føde. Det gælder også sommerfugle og insekter. Mener Dansk Folkeparti ikke også, at vores børn og børnebørn skal opleve stær, kobbersneppe, brushane, dagsommerfugle på vores enge, eller er det kun noget, der skal være forbeholdt vores generation? ",1
447,"Som jeg også sagde i min ordførertale, var der jo flere grunde til, at vi tog beslutningen om at rulle lovforslaget tilbage. Det var selvfølgelig, som ordføreren nævner her, fordi landbruget var og er i en krise, men så sandelig også, fordi vi mener, at det er vigtigt, at vi får mest natur og mest biodiversitet for pengene. Når det så er sagt, kan jeg sige til det første spørgsmål, som ordføreren stillede: Jo, der er forskel på naturen og på biodiversiteten i det åbne land og i skovene. ",0
448,"Tak. Det er jo spændende tider. Miljø- og Fødevareudvalget var på studietur til Lolland-Falster i sidste uge, og vi ved, vi kommer til at tale skov og natur og alt det her, og også selv om vi er nogle, der ikke er med i fødevarepakken, så er vi nogle, der i hvert fald har holdninger til det. Og jeg vil da gerne supplere både min kollega fra Enhedslisten og Alternativet i synspunktet om, at man ikke kan bytte biodiversitet. Jeg er glad for, at ordføreren faktisk sagde: Nej, det er ikke ligegyldigt, om det er biodiversitet i skovene eller i det åbne land. Når ordføreren derfor nu anerkender det, så vil jeg bare høre, om ordføreren kan pege på nogle forskere, der mener, at det her forslag ikke vil være til skade for biodiversiteten, tværtimod. ",0
449,"Det er rigtigt, at i skovene er der jo ikke så mange landmænd, som vil råbe op. Det er jo rigtigt nok. Men jeg mener, at der hele tiden bliver lavet en falsk sammenkædning mellem landbrugets krise og helt reelle lovkrav til at beskytte naturen, specielt sårbar natur og biodiversitet. Vil ordføreren ikke vedkende sig, som ministeren har gjort på flere samråd, at landbrugets økonomiske krise er en gældskrise, der eksploderede i 00'erne, da jordpriserne steg og man gældsatte sig? ",0
450,"Årsagen til, at vi ruller det her lovforslag tilbage, er ikke udelukkende, at landbruget ligger ned i forvejen. Det skyldes også, og det sagde jeg også i min ordførertale, at vi faktisk mener, at man kan bruge pengene væsentlig bedre for at opnå meget bedre biodiversitet væsentlig hurtigere. Så må jeg sige igen: I de eksempler, jeg har været ude at kigge på rundtomkring i landet, har landmanden faktisk været naturplejer, som har sikret, at der også var en rigtig god biodiversitet, blandt andet på engene. ",0
451,"Men den præmis, som Venstres ordfører lægger for dagen, er jo, at det ikke er et problem for de her dyrearter. Det var netop derfor, vi ville have loven indført, for vi ser hvert eneste år nye dystre tal for biodiversiteten for de her arter, der forsvinder. Det er et globalt problem, og det er også et problem i Danmark. På lang sigt bliver det også et kæmpestort problem for landbruget, fordi hele økosystemet jo hænger sammen, og vi bliver ved med at se, at på grund af sprøjtning og gødskning er der arter, der forsvinder. Det var derfor, vi ville have indført loven. ",1
452,"Det synes jeg endelig herre Bjarne Laustsen skal stille som udvalgsspørgsmål, for vi taler ikke om kompenserende tiltag i forhold til tilbagerulning af L 94, som indeholdt et forbud mod sprøjtning og gødskning på § 3-arealer. Det ruller vi simpelt hen tilbage med det her lovforslag. Men jeg kan jo så til almindelig oplysning sige, at jeg her i foråret vil arbejde med en naturpakke, hvor vi vil se på, hvordan vi kan styrke indsatsen omkring biodiversiteten og i det hele taget fremme den danske natur. Der indgår forskellige elementer, men det her lovforslag står ligesom for sig selv i forhold til det oprindelige L 94. ",0
